data_hora,lixo1,lixo2,user
20210406232000,-2.289.836.111,-4.309.041.667,60
20210406232500,-2.289.836.111,-4.309.041.667,74
20210406233000,-2.289.836.111,-4.309.041.667,54
20210406233500,-2.289.836.111,-4.309.041.667,67
20210406234000,-2.289.836.111,-4.309.041.667,31
20210406234500,-2.289.836.111,-4.309.041.667,15
20210406235000,-2.289.836.111,-4.309.041.667,3
,,,
20210407000000,-2.289.836.111,-4.309.041.667,155
20210407000500,-2.289.836.111,-4.309.041.667,225
20210407001000,-2.289.836.111,-4.309.041.667,169
20210407001500,-2.289.836.111,-4.309.041.667,164
20210407002000,-2.289.836.111,-4.309.041.667,141
20210407002500,-2.289.836.111,-4.309.041.667,113
20210407003000,-2.289.836.111,-4.309.041.667,187
20210407003500,-2.289.836.111,-4.309.041.667,130
20210407004000,-2.289.836.111,-4.309.041.667,158
20210407004500,-2.289.836.111,-4.309.041.667,151
20210407005000,-2.289.836.111,-4.309.041.667,99
20210407005500,-2.289.836.111,-4.309.041.667,127
,,,
20210407010000,-2.289.836.111,-4.309.041.667,130
20210407010500,-2.289.836.111,-4.309.041.667,185
20210407011000,-2.289.836.111,-4.309.041.667,150
20210407011500,-2.289.836.111,-4.309.041.667,147
20210407012000,-2.289.836.111,-4.309.041.667,127
20210407012500,-2.289.836.111,-4.309.041.667,95
20210407013000,-2.289.836.111,-4.309.041.667,141
20210407013500,-2.289.836.111,-4.309.041.667,115
20210407014000,-2.289.836.111,-4.309.041.667,134
20210407014500,-2.289.836.111,-4.309.041.667,128
20210407015000,-2.289.836.111,-4.309.041.667,69
20210407015500,-2.289.836.111,-4.309.041.667,96
,,,
20210407020000,-2.289.836.111,-4.309.041.667,121
20210407020500,-2.289.836.111,-4.309.041.667,166
20210407021000,-2.289.836.111,-4.309.041.667,119
20210407021500,-2.289.836.111,-4.309.041.667,113
20210407022000,-2.289.836.111,-4.309.041.667,91
20210407022500,-2.289.836.111,-4.309.041.667,85
20210407023000,-2.289.836.111,-4.309.041.667,104
20210407023500,-2.289.836.111,-4.309.041.667,132
20210407024000,-2.289.836.111,-4.309.041.667,118
20210407024500,-2.289.836.111,-4.309.041.667,125
20210407025000,-2.289.836.111,-4.309.041.667,88
20210407025500,-2.289.836.111,-4.309.041.667,109
,,,
20210407030000,-2.289.836.111,-4.309.041.667,107
20210407030500,-2.289.836.111,-4.309.041.667,148
20210407031000,-2.289.836.111,-4.309.041.667,110
20210407031500,-2.289.836.111,-4.309.041.667,109
20210407032000,-2.289.836.111,-4.309.041.667,89
20210407032500,-2.289.836.111,-4.309.041.667,78
20210407033000,-2.289.836.111,-4.309.041.667,92
20210407033500,-2.289.836.111,-4.309.041.667,99
20210407034000,-2.289.836.111,-4.309.041.667,92
20210407034500,-2.289.836.111,-4.309.041.667,76
20210407035000,-2.289.836.111,-4.309.041.667,75
20210407035500,-2.289.836.111,-4.309.041.667,91
,,,
20210407040000,-2.289.836.111,-4.309.041.667,113
20210407040500,-2.289.836.111,-4.309.041.667,152
20210407041000,-2.289.836.111,-4.309.041.667,108
20210407041500,-2.289.836.111,-4.309.041.667,94
20210407042000,-2.289.836.111,-4.309.041.667,95
20210407042500,-2.289.836.111,-4.309.041.667,74
20210407043000,-2.289.836.111,-4.309.041.667,108
20210407043500,-2.289.836.111,-4.309.041.667,81
20210407044000,-2.289.836.111,-4.309.041.667,101
20210407044500,-2.289.836.111,-4.309.041.667,99
20210407045000,-2.289.836.111,-4.309.041.667,78
20210407045500,-2.289.836.111,-4.309.041.667,90
,,,
20210407050000,-2.289.836.111,-4.309.041.667,87
20210407050500,-2.289.836.111,-4.309.041.667,139
20210407051000,-2.289.836.111,-4.309.041.667,110
20210407051500,-2.289.836.111,-4.309.041.667,104
20210407052000,-2.289.836.111,-4.309.041.667,106
20210407052500,-2.289.836.111,-4.309.041.667,81
20210407053000,-2.289.836.111,-4.309.041.667,118
20210407053500,-2.289.836.111,-4.309.041.667,82
20210407054000,-2.289.836.111,-4.309.041.667,108
20210407054500,-2.289.836.111,-4.309.041.667,112
20210407055000,-2.289.836.111,-4.309.041.667,93
20210407055500,-2.289.836.111,-4.309.041.667,113
,,,
20210407060000,-2.289.836.111,-4.309.041.667,148
20210407060500,-2.289.836.111,-4.309.041.667,185
20210407061000,-2.289.836.111,-4.309.041.667,143
20210407061500,-2.289.836.111,-4.309.041.667,151
20210407062000,-2.289.836.111,-4.309.041.667,123
20210407062500,-2.289.836.111,-4.309.041.667,105
20210407063000,-2.289.836.111,-4.309.041.667,139
20210407063500,-2.289.836.111,-4.309.041.667,128
20210407064000,-2.289.836.111,-4.309.041.667,156
20210407064500,-2.289.836.111,-4.309.041.667,139
20210407065000,-2.289.836.111,-4.309.041.667,120
20210407065500,-2.289.836.111,-4.309.041.667,132
,,,
20210407070000,-2.289.836.111,-4.309.041.667,157
20210407070500,-2.289.836.111,-4.309.041.667,195
20210407071000,-2.289.836.111,-4.309.041.667,164
20210407071500,-2.289.836.111,-4.309.041.667,197
20210407072000,-2.289.836.111,-4.309.041.667,144
20210407072500,-2.289.836.111,-4.309.041.667,132
20210407073000,-2.289.836.111,-4.309.041.667,180
20210407073500,-2.289.836.111,-4.309.041.667,200
20210407074000,-2.289.836.111,-4.309.041.667,186
20210407074500,-2.289.836.111,-4.309.041.667,182
20210407075000,-2.289.836.111,-4.309.041.667,182
20210407075500,-2.289.836.111,-4.309.041.667,246
,,,
20210407080000,-2.289.836.111,-4.309.041.667,193
20210407080500,-2.289.836.111,-4.309.041.667,221
20210407081000,-2.289.836.111,-4.309.041.667,230
20210407081500,-2.289.836.111,-4.309.041.667,209
20210407082000,-2.289.836.111,-4.309.041.667,276
20210407082500,-2.289.836.111,-4.309.041.667,197
20210407083000,-2.289.836.111,-4.309.041.667,228
20210407083500,-2.289.836.111,-4.309.041.667,177
20210407084000,-2.289.836.111,-4.309.041.667,220
20210407084500,-2.289.836.111,-4.309.041.667,238
20210407085000,-2.289.836.111,-4.309.041.667,271
20210407085500,-2.289.836.111,-4.309.041.667,263
,,,
20210407090000,-2.289.836.111,-4.309.041.667,212
20210407090500,-2.289.836.111,-4.309.041.667,268
20210407091000,-2.289.836.111,-4.309.041.667,217
20210407091500,-2.289.836.111,-4.309.041.667,244
20210407092000,-2.289.836.111,-4.309.041.667,236
20210407092500,-2.289.836.111,-4.309.041.667,261
20210407093000,-2.289.836.111,-4.309.041.667,252
20210407093500,-2.289.836.111,-4.309.041.667,212
20210407094000,-2.289.836.111,-4.309.041.667,214
20210407094500,-2.289.836.111,-4.309.041.667,265
20210407095000,-2.289.836.111,-4.309.041.667,212
20210407095500,-2.289.836.111,-4.309.041.667,283
,,,
20210407100000,-2.289.836.111,-4.309.041.667,272
20210407100500,-2.289.836.111,-4.309.041.667,289
20210407101000,-2.289.836.111,-4.309.041.667,277
20210407101500,-2.289.836.111,-4.309.041.667,291
20210407102000,-2.289.836.111,-4.309.041.667,234
20210407102500,-2.289.836.111,-4.309.041.667,262
20210407103000,-2.289.836.111,-4.309.041.667,269
20210407103500,-2.289.836.111,-4.309.041.667,199
20210407104000,-2.289.836.111,-4.309.041.667,277
20210407104500,-2.289.836.111,-4.309.041.667,295
20210407105000,-2.289.836.111,-4.309.041.667,253
20210407105500,-2.289.836.111,-4.309.041.667,310
,,,
20210407110000,-2.289.836.111,-4.309.041.667,258
20210407110500,-2.289.836.111,-4.309.041.667,330
20210407111000,-2.289.836.111,-4.309.041.667,260
20210407111500,-2.289.836.111,-4.309.041.667,240
20210407112000,-2.289.836.111,-4.309.041.667,263
20210407112500,-2.289.836.111,-4.309.041.667,344
20210407113000,-2.289.836.111,-4.309.041.667,271
20210407113500,-2.289.836.111,-4.309.041.667,354
20210407114000,-2.289.836.111,-4.309.041.667,281
20210407114500,-2.289.836.111,-4.309.041.667,260
20210407115000,-2.289.836.111,-4.309.041.667,304
20210407115500,-2.289.836.111,-4.309.041.667,262
,,,
20210407120000,-2.289.836.111,-4.309.041.667,249
20210407120500,-2.289.836.111,-4.309.041.667,294
20210407121000,-2.289.836.111,-4.309.041.667,250
20210407121500,-2.289.836.111,-4.309.041.667,254
20210407122000,-2.289.836.111,-4.309.041.667,314
20210407122500,-2.289.836.111,-4.309.041.667,238
20210407123000,-2.289.836.111,-4.309.041.667,232
20210407123500,-2.289.836.111,-4.309.041.667,294
20210407124000,-2.289.836.111,-4.309.041.667,286
20210407124500,-2.289.836.111,-4.309.041.667,263
20210407125000,-2.289.836.111,-4.309.041.667,236
20210407125500,-2.289.836.111,-4.309.041.667,238
,,,
20210407130000,-2.289.836.111,-4.309.041.667,248
20210407130500,-2.289.836.111,-4.309.041.667,282
20210407131000,-2.289.836.111,-4.309.041.667,227
20210407131500,-2.289.836.111,-4.309.041.667,251
20210407132000,-2.289.836.111,-4.309.041.667,280
20210407132500,-2.289.836.111,-4.309.041.667,266
20210407133000,-2.289.836.111,-4.309.041.667,244
20210407133500,-2.289.836.111,-4.309.041.667,294
20210407134000,-2.289.836.111,-4.309.041.667,292
20210407134500,-2.289.836.111,-4.309.041.667,231
20210407135000,-2.289.836.111,-4.309.041.667,265
20210407135500,-2.289.836.111,-4.309.041.667,277
,,,
20210407140000,-2.289.836.111,-4.309.041.667,284
20210407140500,-2.289.836.111,-4.309.041.667,310
20210407141000,-2.289.836.111,-4.309.041.667,218
20210407141500,-2.289.836.111,-4.309.041.667,252
20210407142000,-2.289.836.111,-4.309.041.667,245
20210407142500,-2.289.836.111,-4.309.041.667,217
20210407143000,-2.289.836.111,-4.309.041.667,241
20210407143500,-2.289.836.111,-4.309.041.667,286
20210407144000,-2.289.836.111,-4.309.041.667,267
20210407144500,-2.289.836.111,-4.309.041.667,237
20210407145000,-2.289.836.111,-4.309.041.667,205
20210407145500,-2.289.836.111,-4.309.041.667,287
,,,
20210407150000,-2.289.836.111,-4.309.041.667,218
20210407150500,-2.289.836.111,-4.309.041.667,314
20210407151000,-2.289.836.111,-4.309.041.667,262
20210407151500,-2.289.836.111,-4.309.041.667,234
20210407152000,-2.289.836.111,-4.309.041.667,269
20210407152500,-2.289.836.111,-4.309.041.667,247
20210407153000,-2.289.836.111,-4.309.041.667,246
20210407153500,-2.289.836.111,-4.309.041.667,256
20210407154000,-2.289.836.111,-4.309.041.667,274
20210407154500,-2.289.836.111,-4.309.041.667,239
20210407155000,-2.289.836.111,-4.309.041.667,221
20210407155500,-2.289.836.111,-4.309.041.667,245
,,,
20210407160000,-2.289.836.111,-4.309.041.667,278
20210407160500,-2.289.836.111,-4.309.041.667,326
20210407161000,-2.289.836.111,-4.309.041.667,279
20210407161500,-2.289.836.111,-4.309.041.667,313
20210407162000,-2.289.836.111,-4.309.041.667,368
20210407162500,-2.289.836.111,-4.309.041.667,239
20210407163000,-2.289.836.111,-4.309.041.667,246
20210407163500,-2.289.836.111,-4.309.041.667,251
20210407164000,-2.289.836.111,-4.309.041.667,308
20210407164500,-2.289.836.111,-4.309.041.667,242
20210407165000,-2.289.836.111,-4.309.041.667,295
20210407165500,-2.289.836.111,-4.309.041.667,239
,,,
20210407170000,-2.289.836.111,-4.309.041.667,266
20210407170500,-2.289.836.111,-4.309.041.667,319
20210407171000,-2.289.836.111,-4.309.041.667,270
20210407171500,-2.289.836.111,-4.309.041.667,230
20210407172000,-2.289.836.111,-4.309.041.667,310
20210407172500,-2.289.836.111,-4.309.041.667,234
20210407173000,-2.289.836.111,-4.309.041.667,207
20210407173500,-2.289.836.111,-4.309.041.667,240
20210407174000,-2.289.836.111,-4.309.041.667,301
20210407174500,-2.289.836.111,-4.309.041.667,319
20210407175000,-2.289.836.111,-4.309.041.667,256
20210407175500,-2.289.836.111,-4.309.041.667,261
,,,
20210407180000,-2.289.836.111,-4.309.041.667,335
20210407180500,-2.289.836.111,-4.309.041.667,376
20210407181000,-2.289.836.111,-4.309.041.667,270
20210407181500,-2.289.836.111,-4.309.041.667,266
20210407182000,-2.289.836.111,-4.309.041.667,356
20210407182500,-2.289.836.111,-4.309.041.667,296
20210407183000,-2.289.836.111,-4.309.041.667,281
20210407183500,-2.289.836.111,-4.309.041.667,309
20210407184000,-2.289.836.111,-4.309.041.667,345
20210407184500,-2.289.836.111,-4.309.041.667,337
20210407185000,-2.289.836.111,-4.309.041.667,294
20210407185500,-2.289.836.111,-4.309.041.667,276
,,,
20210407190000,-2.289.836.111,-4.309.041.667,333
20210407190500,-2.289.836.111,-4.309.041.667,379
20210407191000,-2.289.836.111,-4.309.041.667,291
20210407191500,-2.289.836.111,-4.309.041.667,226
20210407192000,-2.289.836.111,-4.309.041.667,296
20210407192500,-2.289.836.111,-4.309.041.667,248
20210407193000,-2.289.836.111,-4.309.041.667,274
20210407193500,-2.289.836.111,-4.309.041.667,231
20210407194000,-2.289.836.111,-4.309.041.667,297
20210407194500,-2.289.836.111,-4.309.041.667,269
20210407195000,-2.289.836.111,-4.309.041.667,287
20210407195500,-2.289.836.111,-4.309.041.667,270
,,,
20210407200000,-2.289.836.111,-4.309.041.667,275
20210407200500,-2.289.836.111,-4.309.041.667,336
20210407201000,-2.289.836.111,-4.309.041.667,271
20210407201500,-2.289.836.111,-4.309.041.667,271
20210407202000,-2.289.836.111,-4.309.041.667,294
20210407202500,-2.289.836.111,-4.309.041.667,252
20210407203000,-2.289.836.111,-4.309.041.667,238
20210407203500,-2.289.836.111,-4.309.041.667,236
20210407204000,-2.289.836.111,-4.309.041.667,320
20210407204500,-2.289.836.111,-4.309.041.667,272
20210407205000,-2.289.836.111,-4.309.041.667,241
20210407205500,-2.289.836.111,-4.309.041.667,297
,,,
20210407210000,-2.289.836.111,-4.309.041.667,239
20210407210500,-2.289.836.111,-4.309.041.667,314
20210407211000,-2.289.836.111,-4.309.041.667,294
20210407211500,-2.289.836.111,-4.309.041.667,247
20210407212000,-2.289.836.111,-4.309.041.667,290
20210407212500,-2.289.836.111,-4.309.041.667,292
20210407213000,-2.289.836.111,-4.309.041.667,242
20210407213500,-2.289.836.111,-4.309.041.667,269
20210407214000,-2.289.836.111,-4.309.041.667,307
20210407214500,-2.289.836.111,-4.309.041.667,292
20210407215000,-2.289.836.111,-4.309.041.667,249
20210407215500,-2.289.836.111,-4.309.041.667,246
,,,
20210407220000,-2.289.836.111,-4.309.041.667,224
20210407220500,-2.289.836.111,-4.309.041.667,285
20210407221000,-2.289.836.111,-4.309.041.667,257
20210407221500,-2.289.836.111,-4.309.041.667,257
20210407222000,-2.289.836.111,-4.309.041.667,251
20210407222500,-2.289.836.111,-4.309.041.667,235
20210407223000,-2.289.836.111,-4.309.041.667,264
20210407223500,-2.289.836.111,-4.309.041.667,212
20210407224000,-2.289.836.111,-4.309.041.667,262
20210407224500,-2.289.836.111,-4.309.041.667,213
20210407225000,-2.289.836.111,-4.309.041.667,203
20210407225500,-2.289.836.111,-4.309.041.667,188
,,,
20210407230000,-2.289.836.111,-4.309.041.667,174
20210407230500,-2.289.836.111,-4.309.041.667,237
20210407231000,-2.289.836.111,-4.309.041.667,185
20210407231500,-2.289.836.111,-4.309.041.667,185
20210407232000,-2.289.836.111,-4.309.041.667,191
20210407232500,-2.289.836.111,-4.309.041.667,186
20210407233000,-2.289.836.111,-4.309.041.667,191
20210407233500,-2.289.836.111,-4.309.041.667,179
20210407234000,-2.289.836.111,-4.309.041.667,211
20210407234500,-2.289.836.111,-4.309.041.667,171
20210407235000,-2.289.836.111,-4.309.041.667,162
20210407235500,-2.289.836.111,-4.309.041.667,153
,,,
20210408000000,-2.289.836.111,-4.309.041.667,264
20210408000500,-2.289.836.111,-4.309.041.667,392
20210408001000,-2.289.836.111,-4.309.041.667,289
20210408001500,-2.289.836.111,-4.309.041.667,291
20210408002000,-2.289.836.111,-4.309.041.667,350
20210408002500,-2.289.836.111,-4.309.041.667,300
20210408003000,-2.289.836.111,-4.309.041.667,325
20210408003500,-2.289.836.111,-4.309.041.667,382
20210408004000,-2.289.836.111,-4.309.041.667,312
20210408004500,-2.289.836.111,-4.309.041.667,167
20210408005000,-2.289.836.111,-4.309.041.667,163
20210408005500,-2.289.836.111,-4.309.041.667,121
,,,
20210408010000,-2.289.836.111,-4.309.041.667,178
20210408010500,-2.289.836.111,-4.309.041.667,134
20210408011000,-2.289.836.111,-4.309.041.667,97
20210408011500,-2.289.836.111,-4.309.041.667,92
20210408012000,-2.289.836.111,-4.309.041.667,111
20210408012500,-2.289.836.111,-4.309.041.667,116
20210408013000,-2.289.836.111,-4.309.041.667,168
20210408013500,-2.289.836.111,-4.309.041.667,224
20210408014000,-2.289.836.111,-4.309.041.667,208
20210408014500,-2.289.836.111,-4.309.041.667,121
20210408015000,-2.289.836.111,-4.309.041.667,97
20210408015500,-2.289.836.111,-4.309.041.667,100
,,,
20210408020000,-2.289.836.111,-4.309.041.667,136
20210408020500,-2.289.836.111,-4.309.041.667,114
20210408021000,-2.289.836.111,-4.309.041.667,84
20210408021500,-2.289.836.111,-4.309.041.667,84
20210408022000,-2.289.836.111,-4.309.041.667,104
20210408022500,-2.289.836.111,-4.309.041.667,129
20210408023000,-2.289.836.111,-4.309.041.667,170
20210408023500,-2.289.836.111,-4.309.041.667,210
20210408024000,-2.289.836.111,-4.309.041.667,204
20210408024500,-2.289.836.111,-4.309.041.667,143
20210408025000,-2.289.836.111,-4.309.041.667,101
20210408025500,-2.289.836.111,-4.309.041.667,91
,,,
20210408030000,-2.289.836.111,-4.309.041.667,134
20210408030500,-2.289.836.111,-4.309.041.667,110
20210408031000,-2.289.836.111,-4.309.041.667,85
20210408031500,-2.289.836.111,-4.309.041.667,101
20210408032000,-2.289.836.111,-4.309.041.667,118
20210408032500,-2.289.836.111,-4.309.041.667,140
20210408033000,-2.289.836.111,-4.309.041.667,151
20210408033500,-2.289.836.111,-4.309.041.667,218
20210408034000,-2.289.836.111,-4.309.041.667,198
20210408034500,-2.289.836.111,-4.309.041.667,115
20210408035000,-2.289.836.111,-4.309.041.667,104
20210408035500,-2.289.836.111,-4.309.041.667,91
,,,
20210408040000,-2.289.836.111,-4.309.041.667,114
20210408040500,-2.289.836.111,-4.309.041.667,111
20210408041000,-2.289.836.111,-4.309.041.667,93
20210408041500,-2.289.836.111,-4.309.041.667,109
20210408042000,-2.289.836.111,-4.309.041.667,102
20210408042500,-2.289.836.111,-4.309.041.667,126
20210408043000,-2.289.836.111,-4.309.041.667,155
20210408043500,-2.289.836.111,-4.309.041.667,209
20210408044000,-2.289.836.111,-4.309.041.667,191
20210408044500,-2.289.836.111,-4.309.041.667,128
20210408045000,-2.289.836.111,-4.309.041.667,97
20210408045500,-2.289.836.111,-4.309.041.667,107
,,,
20210408050000,-2.289.836.111,-4.309.041.667,125
20210408050500,-2.289.836.111,-4.309.041.667,111
20210408051000,-2.289.836.111,-4.309.041.667,92
20210408051500,-2.289.836.111,-4.309.041.667,116
20210408052000,-2.289.836.111,-4.309.041.667,110
20210408052500,-2.289.836.111,-4.309.041.667,123
20210408053000,-2.289.836.111,-4.309.041.667,148
20210408053500,-2.289.836.111,-4.309.041.667,237
20210408054000,-2.289.836.111,-4.309.041.667,187
20210408054500,-2.289.836.111,-4.309.041.667,138
20210408055000,-2.289.836.111,-4.309.041.667,117
20210408055500,-2.289.836.111,-4.309.041.667,117
,,,
20210408060000,-2.289.836.111,-4.309.041.667,137
20210408060500,-2.289.836.111,-4.309.041.667,115
20210408061000,-2.289.836.111,-4.309.041.667,139
20210408061500,-2.289.836.111,-4.309.041.667,157
20210408062000,-2.289.836.111,-4.309.041.667,150
20210408062500,-2.289.836.111,-4.309.041.667,154
20210408063000,-2.289.836.111,-4.309.041.667,157
20210408063500,-2.289.836.111,-4.309.041.667,268
20210408064000,-2.289.836.111,-4.309.041.667,228
20210408064500,-2.289.836.111,-4.309.041.667,161
20210408065000,-2.289.836.111,-4.309.041.667,141
20210408065500,-2.289.836.111,-4.309.041.667,181
,,,
20210408070000,-2.289.836.111,-4.309.041.667,186
20210408070500,-2.289.836.111,-4.309.041.667,188
20210408071000,-2.289.836.111,-4.309.041.667,143
20210408071500,-2.289.836.111,-4.309.041.667,177
20210408072000,-2.289.836.111,-4.309.041.667,177
